symbol,name,sector,hq,tier,fetched_at
KD,Kyndryl,Information Technology,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
KEX,Kirby Corporation,Industrials,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
KNF,Knife River Corporation,Materials,"Bismarck, North Dakota",sp400,2026-04-20T01:14:00+00:00
KNSL,Kinsale Capital Group,Financials,,sp400,2026-04-20T01:14:00+00:00
KNX,Knight-Swift,Industrials,"Phoenix, Arizona",sp400,2026-04-20T01:14:00+00:00
KRC,Kilroy Realty Corp,Real Estate,,sp400,2026-04-20T01:14:00+00:00
KRG,Kite Realty Group Trust,Real Estate,,sp400,2026-04-20T01:14:00+00:00
KTOS,Kratos Defense & Security Solutions,Industrials,"San Diego, California",sp400,2026-04-20T01:14:00+00:00
LAD,Lithia Motors,Consumer Discretionary,"Medford, Oregon",sp400,2026-04-20T01:14:00+00:00
LAMR,Lamar Advertising Company,Real Estate,"Baton Rouge, Louisiana",sp400,2026-04-20T01:14:00+00:00
LEA,Lear,Consumer Discretionary,"Southfield, Michigan",sp400,2026-04-20T01:14:00+00:00
LECO,Lincoln Electric,Industrials,"Euclid, Ohio",sp400,2026-04-20T01:14:00+00:00
LFUS,Littelfuse,Information Technology,"Chicago, Illinois",sp400,2026-04-20T01:14:00+00:00
LIVN,LivaNova,Health Care,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
LNTH,Lantheus Holdings,Health Care,,sp400,2026-04-20T01:14:00+00:00
LOPE,Grand Canyon Education,Consumer Discretionary,"Phoenix, Arizona",sp400,2026-04-20T01:14:00+00:00
LPX,Louisiana-Pacific,Materials,"Nashville, Tennessee",sp400,2026-04-20T01:14:00+00:00
LSCC,Lattice Semiconductor,Information Technology,"Hillsboro, Oregon",sp400,2026-04-20T01:14:00+00:00
LSTR,Landstar System,Industrials,"Jacksonville, Florida",sp400,2026-04-20T01:14:00+00:00
M,Macy's,Consumer Discretionary,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
MANH,Manhattan Associates,Information Technology,"Atlanta, Georgia",sp400,2026-04-20T01:14:00+00:00
MASI,Masimo,Health Care,"Irvine, California",sp400,2026-04-20T01:14:00+00:00
MAT,Mattel,Consumer Discretionary,"El Segundo, California",sp400,2026-04-20T01:14:00+00:00
MEDP,Medpace,Health Care,"Cincinnati, Ohio",sp400,2026-04-20T01:14:00+00:00
MIDD,Middleby,Industrials,"Elgin, Illinois",sp400,2026-04-20T01:14:00+00:00
MKSI,MKS Instruments,Information Technology,"Andover, Massachusetts",sp400,2026-04-20T01:14:00+00:00
MLI,Mueller Industries,Industrials,"Collierville, Tennessee",sp400,2026-04-20T01:14:00+00:00
MMS,Maximus Inc.,Industrials,"Tysons, Virginia",sp400,2026-04-20T01:14:00+00:00
MOG.A,Moog Inc.,Industrials,"Elma, New York",sp400,2026-04-20T01:14:00+00:00
MORN,"Morningstar, Inc.",Financials,"Chicago, Illinois",sp400,2026-04-20T01:14:00+00:00
MP,MP Materials,Materials,"Las Vegas, Nevada",sp400,2026-04-20T01:14:00+00:00
MSA,MSA Safety,Industrials,"Cranberry Township, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
MSM,MSC Industrial Direct,Industrials,"Melville, New York Davidson, North Carolina",sp400,2026-04-20T01:14:00+00:00
MTDR,Matador Resources,Energy,"Dallas, Texas",sp400,2026-04-20T01:14:00+00:00
MTG,MGIC Investment Corporation,Financials,"Milwaukee, Wisconsin",sp400,2026-04-20T01:14:00+00:00
MTN,Vail Resorts,Consumer Discretionary,"Broomfield, Colorado",sp400,2026-04-20T01:14:00+00:00
MTSI,MACOM Technology Solutions,Information Technology,"Lowell, Massachusetts",sp400,2026-04-20T01:14:00+00:00
MTZ,MasTec,Industrials,"Coral Gables, Florida",sp400,2026-04-20T01:14:00+00:00
MUR,Murphy Oil,Energy,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
MUSA,Murphy USA,Consumer Discretionary,"El Dorado, Arkansas",sp400,2026-04-20T01:14:00+00:00
MZTI,The Marzetti Company,Consumer Staples,"Westerville, Ohio",sp400,2026-04-20T01:14:00+00:00
NBIX,Neurocrine Biosciences,Health Care,"San Diego, California",sp400,2026-04-20T01:14:00+00:00
NEU,NewMarket Corporation,Materials,"Richmond, Virginia",sp400,2026-04-20T01:14:00+00:00
NFG,National Fuel Gas,Utilities,"Williamsville, New York",sp400,2026-04-20T01:14:00+00:00
NJR,New Jersey Resources,Utilities,"Wall Township, New Jersey",sp400,2026-04-20T01:14:00+00:00
NLY,Annaly Capital Management,Financials,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
NNN,NNN Reit,Real Estate,"Orlando, Florida",sp400,2026-04-20T01:14:00+00:00
NOV,NOV Inc.,Energy,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
NOVT,Novanta,Information Technology,,sp400,2026-04-20T01:14:00+00:00
NSA,National Storage Affiliates Trust,Real Estate,,sp400,2026-04-20T01:14:00+00:00
NTNX,Nutanix,Information Technology,"San Jose, California",sp400,2026-04-20T01:14:00+00:00
NVST,Envista Holdings,Health Care,,sp400,2026-04-20T01:14:00+00:00
NVT,nVent Electric plc,Industrials,,sp400,2026-04-20T01:14:00+00:00
NWE,NorthWestern Energy,Utilities,"Sioux Falls, South Dakota",sp400,2026-04-20T01:14:00+00:00
NXST,Nexstar Media Group,Communication Services,"Irving, Texas",sp400,2026-04-20T01:14:00+00:00
NXT,Nextpower,Industrials,"Fremont, California",sp400,2026-04-20T01:14:00+00:00
NYT,New York Times Company,Communication Services,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
OC,Owens Corning,Industrials,"Toledo, Ohio",sp400,2026-04-20T01:14:00+00:00
OGE,OGE Energy,Utilities,"Oklahoma City, Oklahoma",sp400,2026-04-20T01:14:00+00:00
OGS,One Gas,Utilities,"Tulsa, Oklahoma",sp400,2026-04-20T01:14:00+00:00
OHI,Omega Healthcare Investors,Real Estate,,sp400,2026-04-20T01:14:00+00:00
OKTA,"Okta, Inc.",Information Technology,"San Francisco, California",sp400,2026-04-20T01:14:00+00:00
OLED,Universal Display,Information Technology,"Ewing, New Jersey",sp400,2026-04-20T01:14:00+00:00
OLLI,Ollie's Bargain Outlet,Consumer Discretionary,"Harrisburg, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
OLN,Olin Corporation,Materials,"Clayton, Missouri",sp400,2026-04-20T01:14:00+00:00
ONB,Old National Bank,Financials,"Evansville, Indiana",sp400,2026-04-20T01:14:00+00:00
ONTO,Onto Innovation,Information Technology,"Wilmington, Massachusetts",sp400,2026-04-20T01:14:00+00:00
OPCH,Option Care Health,Health Care,,sp400,2026-04-20T01:14:00+00:00
ORA,Ormat Technologies,Utilities,"Reno, Nevada",sp400,2026-04-20T01:14:00+00:00
ORI,Old Republic International,Financials,"Chicago, Illinois",sp400,2026-04-20T01:14:00+00:00
OSK,Oshkosh,Industrials,"Oshkosh, Wisconsin",sp400,2026-04-20T01:14:00+00:00
OVV,Ovintiv,Energy,"Denver, Colorado",sp400,2026-04-20T01:14:00+00:00
OZK,Bank OZK,Financials,"Little Rock, Arkansas",sp400,2026-04-20T01:14:00+00:00
PAG,Penske Automotive Group,Consumer Discretionary,"Bloomfield Hills, Michigan",sp400,2026-04-20T01:14:00+00:00
PATH,UiPath,Information Technology,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
PB,Prosperity Bancshares,Financials,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
PBF,PBF Energy,Energy,"Parsippany, New Jersey",sp400,2026-04-20T01:14:00+00:00
PCTY,Paylocity,Industrials,"Schaumburg, Illinois",sp400,2026-04-20T01:14:00+00:00
PEGA,Pegasystems,Information Technology,"Waltham, Massachusetts",sp400,2026-04-20T01:14:00+00:00
PEN,"Penumbra, Inc.",Health Care,"Alameda, California",sp400,2026-04-20T01:14:00+00:00
PFGC,Performance Food Group,Consumer Staples,"Richmond, Virginia",sp400,2026-04-20T01:14:00+00:00
PII,Polaris,Consumer Discretionary,"Medina, Minnesota",sp400,2026-04-20T01:14:00+00:00
PINS,Pinterest,Communication Services,"San Francisco, California",sp400,2026-04-20T01:14:00+00:00
PK,Park Hotels & Resorts,Real Estate,"Tysons, Virginia",sp400,2026-04-20T01:14:00+00:00
PLNT,Planet Fitness,Consumer Discretionary,"Hampton, New Hampshire",sp400,2026-04-20T01:14:00+00:00
PNFP,Pinnacle Financial Partners,Financials,"Nashville, Tennessee",sp400,2026-04-20T01:14:00+00:00
POR,Portland General Electric,Utilities,"Portland, Oregon",sp400,2026-04-20T01:14:00+00:00
POST,Post Holdings,Consumer Staples,"St Louis, Missouri",sp400,2026-04-20T01:14:00+00:00
PPC,Pilgrim's Pride,Consumer Staples,"Greeley, Colorado",sp400,2026-04-20T01:14:00+00:00
PR,Permian Resources,Energy,"Midland, Texas",sp400,2026-04-20T01:14:00+00:00
PRI,Primerica,Financials,"Duluth, Georgia",sp400,2026-04-20T01:14:00+00:00
PSN,Parsons Corporation,Industrials,"Chantilly, Virginia",sp400,2026-04-20T01:14:00+00:00
PSTG,Everpure,Information Technology,"Santa Clara, California",sp400,2026-04-20T01:14:00+00:00
PVH,PVH Corp.,Consumer Discretionary,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
QLYS,Qualys,Information Technology,"Foster City, California",sp400,2026-04-20T01:14:00+00:00
R,Ryder,Industrials,"Miami, Florida",sp400,2026-04-20T01:14:00+00:00
RBA,RB Global,Industrials,"Westchester, Illinois",sp400,2026-04-20T01:14:00+00:00
RBC,RBC Bearings,Industrials,"Oxford, Connecticut",sp400,2026-04-20T01:14:00+00:00
REXR,Rexford Industrial Realty,Real Estate,,sp400,2026-04-20T01:14:00+00:00
RGA,Reinsurance Group of America,Financials,"Chesterfield, Missouri",sp400,2026-04-20T01:14:00+00:00
RGEN,Repligen,Health Care,"Waltham, Massachusetts",sp400,2026-04-20T01:14:00+00:00
RGLD,Royal Gold,Materials,"Denver, Colorado",sp400,2026-04-20T01:14:00+00:00
RH,RH,Consumer Discretionary,"Corte Madera, California",sp400,2026-04-20T01:14:00+00:00
RLI,RLI Corp.,Financials,"Peoria, Illinois",sp400,2026-04-20T01:14:00+00:00
RMBS,Rambus,Information Technology,"San Jose, California",sp400,2026-04-20T01:14:00+00:00
RNR,RenaissanceRe,Financials,Bermuda,sp400,2026-04-20T01:14:00+00:00
ROIV,Roivant Sciences,Health Care,"London, United Kingdom",sp400,2026-04-20T01:14:00+00:00
RPM,RPM International,Materials,"Medina, Ohio",sp400,2026-04-20T01:14:00+00:00
RRC,Range Resources,Energy,"Fort Worth, Texas",sp400,2026-04-20T01:14:00+00:00
RRX,Regal Rexnord,Industrials,"Beloit, Wisconsin",sp400,2026-04-20T01:14:00+00:00
RS,"Reliance, Inc.",Materials,"Scottsdale, Arizona",sp400,2026-04-20T01:14:00+00:00
RYAN,Ryan Specialty,Financials,"Chicago, Illinois",sp400,2026-04-20T01:14:00+00:00
RYN,Rayonier,Real Estate,"Wildlight, Florida",sp400,2026-04-20T01:14:00+00:00
SAIA,Saia,Industrials,"Johns Creek, Georgia",sp400,2026-04-20T01:14:00+00:00
SAIC,Science Applications Intl Corp,Industrials,"Reston, Virginia",sp400,2026-04-20T01:14:00+00:00
SAM,Boston Beer Company,Consumer Staples,"Boston, Massachusetts",sp400,2026-04-20T01:14:00+00:00
SARO,StandardAero,Industrials,"Scottsdale, Arizona",sp400,2026-04-20T01:14:00+00:00
SBRA,Sabra Health Care REIT,Real Estate,,sp400,2026-04-20T01:14:00+00:00
SCI,Service Corp Intl,Consumer Discretionary,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
SEIC,SEI Investments Company,Financials,"Oaks, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
SF,Stifel,Financials,"St. Louis, Missouri",sp400,2026-04-20T01:14:00+00:00
SFM,Sprouts Farmers Market,Consumer Staples,"Phoenix, Arizona",sp400,2026-04-20T01:14:00+00:00
SGI,Somnigroup International,Consumer Discretionary,"Lexington, Kentucky",sp400,2026-04-20T01:14:00+00:00
SHC,Sotera Health,Health Care,"Broadview Heights, Ohio",sp400,2026-04-20T01:14:00+00:00
SIGI,Selective Insurance Group,Financials,,sp400,2026-04-20T01:14:00+00:00
SITM,SiTime,Information Technology,"Santa Clara, California",sp400,2026-04-20T01:14:00+00:00
SLAB,Silicon Labs,Information Technology,"Austin, Texas",sp400,2026-04-20T01:14:00+00:00
SLGN,Silgan Holdings,Materials,"Stamford, Connecticut",sp400,2026-04-20T01:14:00+00:00
SLM,SLM Corp,Financials,"Newark, Delaware",sp400,2026-04-20T01:14:00+00:00
SMG,Scotts Miracle-Gro Company,Materials,"Marysville, Ohio",sp400,2026-04-20T01:14:00+00:00
SNX,TD Synnex,Information Technology,"Fremont, California Clearwater, Florida",sp400,2026-04-20T01:14:00+00:00
SOLS,Solstice Advanced Materials,Materials,"Morris Plains, New Jersey",sp400,2026-04-20T01:14:00+00:00
SON,Sonoco,Materials,"Hartsville, South Carolina",sp400,2026-04-20T01:14:00+00:00
SPXC,SPX Technologies,Industrials,"Charlotte, North Carolina",sp400,2026-04-20T01:14:00+00:00
SR,Spire,Utilities,"St. Louis, Missouri",sp400,2026-04-20T01:14:00+00:00
SSB,South State Bank,Financials,"Winter Haven, Florida",sp400,2026-04-20T01:14:00+00:00
SSD,Simpson Manufacturing,Industrials,"Pleasanton, California",sp400,2026-04-20T01:14:00+00:00
ST,Sensata Technologies,Industrials,"Attleboro, Massachusetts",sp400,2026-04-20T01:14:00+00:00
STAG,STAG Industrial,Real Estate,"Boston, Massachusetts",sp400,2026-04-20T01:14:00+00:00
STRL,Sterling Infrastructure,Industrials,"The Woodlands, Texas",sp400,2026-04-20T01:14:00+00:00
STWD,Starwood Property Trust,Financials,"Greenwich, Connecticut",sp400,2026-04-20T01:14:00+00:00
SWX,Southwest Gas Corp,Utilities,"Las Vegas, Nevada",sp400,2026-04-20T01:14:00+00:00
SYNA,Synaptics,Information Technology,"San Jose, California",sp400,2026-04-20T01:14:00+00:00
TCBI,Texas Capital Bancshares,Financials,"Dallas, Texas",sp400,2026-04-20T01:14:00+00:00
TEX,Terex,Industrials,"Norwalk, Connecticut",sp400,2026-04-20T01:14:00+00:00
THC,Tenet Health,Health Care,"Dallas, Texas",sp400,2026-04-20T01:14:00+00:00
THG,Hanover Insurance,Financials,"Worcester, Massachusetts",sp400,2026-04-20T01:14:00+00:00
THO,Thor Industries,Consumer Discretionary,"Elkhart, Indiana",sp400,2026-04-20T01:14:00+00:00
TKR,Timken,Industrials,"North Canton, Ohio",sp400,2026-04-20T01:14:00+00:00
TLN,Talen Energy,Utilities,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
TMHC,Taylor Morrison,Consumer Discretionary,"Scottsdale, Arizona",sp400,2026-04-20T01:14:00+00:00
TNL,Travel + Leisure Co.,Consumer Discretionary,"Orlando, Florida",sp400,2026-04-20T01:14:00+00:00
TOL,Toll Brothers,Consumer Discretionary,"Fort Washington, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
TREX,Trex,Industrials,"Winchester, Virginia",sp400,2026-04-20T01:14:00+00:00
TRU,TransUnion,Industrials,"Chicago, Illinois",sp400,2026-04-20T01:14:00+00:00
TTC,Toro,Industrials,"Bloomington, Minnesota",sp400,2026-04-20T01:14:00+00:00
TTEK,Tetra Tech,Industrials,"Pasadena, California",sp400,2026-04-20T01:14:00+00:00
TTMI,TTM Technologies,Information Technology,"Santa Ana, California",sp400,2026-04-20T01:14:00+00:00
TWLO,Twilio,Information Technology,"San Francisco, California",sp400,2026-04-20T01:14:00+00:00
TXNM,TXNM Energy,Utilities,"Albuquerque, New Mexico",sp400,2026-04-20T01:14:00+00:00
TXRH,Texas Roadhouse,Consumer Discretionary,"Louisville, Kentucky",sp400,2026-04-20T01:14:00+00:00
UBSI,United Bankshares,Financials,"Charleston, West Virginia",sp400,2026-04-20T01:14:00+00:00
UFPI,UFP Industries,Industrials,"Grand Rapids, Michigan",sp400,2026-04-20T01:14:00+00:00
UGI,UGI Corp,Utilities,"King of Prussia, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
ULS,UL Solutions,Industrials,"Northbrook, Illinois",sp400,2026-04-20T01:14:00+00:00
UMBF,UMB Financial Corp.,Financials,"Kansas City, Missouri",sp400,2026-04-20T01:14:00+00:00
UNM,Unum,Financials,"Chattanooga, Tennessee",sp400,2026-04-20T01:14:00+00:00
USFD,US Foods,Consumer Staples,"Rosemont, Illinois",sp400,2026-04-20T01:14:00+00:00
UTHR,United Therapeutics,Health Care,,sp400,2026-04-20T01:14:00+00:00
VAL,Valaris,Energy,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
VC,Visteon,Consumer Discretionary,"Van Buren Township, Michigan",sp400,2026-04-20T01:14:00+00:00
VFC,VF Corporation,Consumer Discretionary,"Denver, Colorado",sp400,2026-04-20T01:14:00+00:00
VICR,Vicor Corporation,Industrials,"Andover, Massachusetts",sp400,2026-04-20T01:14:00+00:00
VLY,Valley Bank,Financials,"Morristown, New Jersey",sp400,2026-04-20T01:14:00+00:00
VMI,Valmont Industries,Industrials,"Omaha, Nebraska",sp400,2026-04-20T01:14:00+00:00
VNO,Vornado Realty Trust,Real Estate,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
VNOM,Viper Energy,Energy,"Midland, Texas",sp400,2026-04-20T01:14:00+00:00
VNT,Vontier,Information Technology,"Raleigh, North Carolina",sp400,2026-04-20T01:14:00+00:00
VOYA,Voya Financial,Financials,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
VVV,Valvoline,Consumer Discretionary,"Lexington, Kentucky",sp400,2026-04-20T01:14:00+00:00
WAL,Western Alliance Bancorporation,Financials,"Phoenix, Arizona",sp400,2026-04-20T01:14:00+00:00
WBS,Webster Bank,Financials,"Stamford, Connecticut",sp400,2026-04-20T01:14:00+00:00
WCC,WESCO International,Industrials,"Pittsburgh, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
WEX,WEX Inc.,Financials,"South Portland, Maine",sp400,2026-04-20T01:14:00+00:00
WFRD,Weatherford International,Energy,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
WH,Wyndham Hotels & Resorts,Consumer Discretionary,"Parsippany, New Jersey",sp400,2026-04-20T01:14:00+00:00
WHR,Whirlpool Corporation,Consumer Discretionary,"Benton Harbor, Michigan",sp400,2026-04-20T01:14:00+00:00
WING,Wingstop,Consumer Discretionary,"Addison, Texas",sp400,2026-04-20T01:14:00+00:00
WLK,Westlake Corporation,Materials,"Houston, Texas",sp400,2026-04-20T01:14:00+00:00
WMG,Warner Music Group,Communication Services,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
WMS,Advanced Drainage Systems,Industrials,"Hilliard, Ohio",sp400,2026-04-20T01:14:00+00:00
WPC,W. P. Carey,Real Estate,"New York City, New York",sp400,2026-04-20T01:14:00+00:00
WSO,Watsco,Industrials,"Miami, Florida",sp400,2026-04-20T01:14:00+00:00
WTFC,Wintrust Financial,Financials,"Rosemont, Illinois",sp400,2026-04-20T01:14:00+00:00
WTRG,Essential Utilities,Utilities,"Bryn Mawr, Pennsylvania",sp400,2026-04-20T01:14:00+00:00
WTS,Watts Water Technologies,Industrials,"North Andover, Massachusetts",sp400,2026-04-20T01:14:00+00:00
WWD,"Woodward, Inc.",Industrials,"Fort Collins, Colorado",sp400,2026-04-20T01:14:00+00:00
XPO,"XPO, Inc.",Industrials,"Greenwich, Connecticut",sp400,2026-04-20T01:14:00+00:00
XRAY,Dentsply Sirona,Health Care,"Charlotte, North Carolina",sp400,2026-04-20T01:14:00+00:00
YETI,Yeti Holdings,Consumer Discretionary,"Austin, Texas",sp400,2026-04-20T01:14:00+00:00
ZION,Zions Bancorporation,Financials,"Salt Lake City, Utah",sp400,2026-04-20T01:14:00+00:00
